sentence	sentence_id	locale	reason
Kake huwa mpole akiwa kwakwe	825f5bde5ce747ce5000dcc4e6f1fe17414f236c429aa0789bfa499ea80815a8	sw	different-language
Muasimini kawaida huecha harufu dhuri sana	93df928432895a0057d6903262a45bcbb4b49bbce08a3131f21727da0301c06f	sw	grammar-or-spelling
Chamacha dharojo la dhiadhi ni tamu.	a849aadbf30099fdeffc3a867e3a4559a274ac5d9c853ec8ff800248c26adc58	sw	difficult-pronounce
Nguo kuzeneze uwa mzima.	63adb10429db3a1ef24f46fce90825e7796bd963d50cb7baea1cc2a5d4b2881c	sw	different-language
Vabajuni chunyukeni chusiiyale.	4ea0faedabdf7b3d7791b38610216e5b04203d568593ad3c2e53acf6cea0fce3	sw	different-language
Mtoto amekuwa baleghe.	55583593e94b0a417ba1838a3ed1374d8e78ecebac435a9d00b7c6ac30738525	sw	different-language
Havimwimbi ndomana hekuja	4926011b535c9b71400d9b553b6255682fcb203860e7ce729476ec118ef494ea	sw	different-language
Azam waaza kufungwa wao Kisha wakarudishiwa	a445e80cf1ec9257f442e61d1a7e6490fda44ed1026ba40925db7aab8001e147	sw	grammar-or-spelling
Daktari menena mame afungwe mai tupa mbili	47e90cac0fb7930caf5e03950a1683a61951a4c5ace621f1df7f2b07b2b36828	sw	grammar-or-spelling
Daktari antwambiya tukadungwe sindano	c69848aacc6abcf95e75e137ac8cdc613f44699c4d252854e81780b55384ae99	sw	grammar-or-spelling
Ukenda nyita name nje.	4b9e317278ee891590ae23264847dc3703e78dc11b975bc2f4e5def21973315d	sw	grammar-or-spelling
Namtegemelya mungu	4db0932883bfd8ee1e8ccc42e69b02f62653d833863ff462c998ab5a6a81c6dc	sw	grammar-or-spelling
Gulopu dha sukuli dhindoungua eo havana taa	782e9e6575c1d043747e98004cfc1a1e7739136d8f9d5465f51e4670e221dd2f	sw	grammar-or-spelling
Siku hidhi bila kuva na digirii hupachi kadhi.	3554e7eaefced93f5ff5fd7e1c20492fa2427a06f1e005972e329df12afa0c57	sw	grammar-or-spelling
Tweika kumbukumbu zetu katika mabuku	8629aa9e4deb4a835143d632ae561a256cec4c9db7960ce53e54bd898030f7ca	sw	grammar-or-spelling
nguo zinkauka	409632afdef7b01330bda66c4c610e304f9b97c96600662ce8692396d4b81bda	sw	grammar-or-spelling
Chia saini uipeke kadi kwa chifu.	95df8b76d8e2b85a2a20d6e11a69eae93d059aadbe76732b4f7b9111af3c7dbe	sw	grammar-or-spelling
Nyumba nzima injaa na vumbi	4a69d5bbb00eb32ba3442ed2d3aadc17521a8fc40a79c67785bfa5a282b9de21	sw	grammar-or-spelling
Nguvu Mwambasa huyo ashaingia	7849948a97f1401ec857581bba4f236bd64accdde22c95ae856d82d6c608bfab	sw	grammar-or-spelling
Dalili a vua ni mavingu	960317e8b1a7c451789f22eaf056c4eaccb3c63d3d5c33effc7f6c4c4b8c501b	sw	grammar-or-spelling
Nnajiwa na pandikizi la mtu	8cb53943cce1c9b9907482c2a70112487652861146212e0fededebd4b0f2950e	sw	grammar-or-spelling
Dalili a vua ni mavingu	960317e8b1a7c451789f22eaf056c4eaccb3c63d3d5c33effc7f6c4c4b8c501b	sw	grammar-or-spelling
Mwana wa rasini aliandamwa na ndhuka akachiliwa zabadi kuntoa ndhuka indee.	630eac55ca5b17c73cefe30f33dae671b6da357a1ebabf5c75f2f81483748c5a	sw	difficult-pronounce
Usidharau nkoko ndio uvao nlinga.	07477f96c2a4b6c8c02b175fed4a2f13c9c9ef52dba5b76088833d0bf8e94124	sw	grammar-or-spelling
Juma chachu tasafiri kwenda Amu.	a125f924a623e03ceabaaa7938e71b4e3ef84c463ef70b2ecb1d197fbc7d57e4	sw	grammar-or-spelling
Nchoni usende utadhamaa.	249a52b5bcb35fd5c68707b553b9e11880dfc3f1adca776f8051cf94fbaaa51c	sw	different-language
ankonda mpaka shingo inamtoka	9c0cf6116bfff702b8cde7f4cc0018c1fb0794ee54a1cb7cce7956fc5ddc34bc	sw	grammar-or-spelling
Nywa maji yoti.	8cf3e46ee383c672b917582a3eebb1a4ee129662f8e1aa2c74660e20ae3620c5	sw	different-language
Usichomboe ito langu.	77aef36a3e2d3c53a2fcaa80816135205895fd2d30c94635fd128d6999cb8d5a	sw	different-language
Ika viwatu juu ya meza	627496c856d24a5cc508048a9c1b1fa21c2e31385bc10694fcff82aeac01448d	sw	different-language
Vitu vino kunakuza bei gani.	955ee463c8395a51f1c9d1ca425a071d13e792d0c764ba690c0089d21e8a2f48	sw	different-language
Suta nlyango kuingia ndani	71f95a85e827bd4132dbefb3c6e9b8462858081372a1f570768b518f25674f8d	sw	different-language
Nchu nkwavo.	898c521fb713110a77bd7deb9979c3da46c9982b58ee5b022d4c3073e4ce4eef	sw	different-language
Mame uvese mipaka n numba ake	5a178c853afc963a4e6e5a8b189a8e7e6bb65edad1ecdb399184afbd84251f94	sw	different-language
Mwivi kankiri kosa	7589dcf11c663b0cc5d01f54715c88b78b851fad37efc881cfa20efc100d296d	sw	different-language
Nyuma ni nyuma tu	8bd016a452269cf440b0e382643d9feae4eeaae010cd7fafa2ad820e9074e7a4	sw	different-language
"Mti huu ni mrefu, ngazi hii ni ndefu"	fbb86c8532f5910e22aa8d59cc3f183daf702c8275a75e648df81356c0461c3b	sw	different-language
"Yana tundakwenda spichali kumvenga mame, tukingiya mame uko taabaani"	79d9d27f0f13622523359b57d75f94b63c77ac54c0d721925abc3e01c7fb9704	sw	different-language
Mwana wa rasini aliandamwa na ndhuka akachiliwa zabadi kuntoa ndhuka indee.	630eac55ca5b17c73cefe30f33dae671b6da357a1ebabf5c75f2f81483748c5a	sw	different-language
Paka kankulya samaki wote	8940d12261d80fb37733f8ced2a27587c5562cf1b664e27ea2a532c8c4d3a974	sw	different-language
Fundi a jua kali huchumia chuma cha reli kuchengedha dhombo	8beb843562816d7e4671d3b7c27425f775f2e2d637610dada965bb52cd29299b	sw	grammar-or-spelling
Ndhungu akitembea akivonekana pwani mara ningii havai shati wala suruwali huvaa kastumu.	8bf193e2f7408691cab03e30c945fb5804d4ebc7f901ba7e6033e804a9a44d87	sw	grammar-or-spelling
Liwejirejea	98a23e71524b21db4add585806709e6cf824401858f106260b27e11a65e71cc5	sw	different-language
Vana va shanga huchia waridi nneeni.	9ca7afba315082f441dfdc455c9845f6b3170d48379586c5609ae50704ad2f29	sw	grammar-or-spelling
Kwimba wimbo nzuri	1c60333be772807b64907ee44791c12c58f5075d0eb52718c938c5dd1fbc3608	sw	grammar-or-spelling
Vamakonde huveshwa yakuchi kubikia n'durenge.	6b865795e18210546950668ea092ca0f125f214330b1dc94e69b4bc55d09ca67	sw	different-language
Gunya gunyanya heri kunyang’anya kuliko kuavanya.	8c4f0660494f95f82af31543eff4d4079f52fcc7663c90e744d98027c722f757	sw	different-language
Kuuma yani nkung’ata yaani	2558d83adbee48297a94226939512391d4f2c029c55b435bbeeb27dd6c604d4c	sw	different-language
Ukaswali kutafanikiwa	e70e31586ed3151192fdb415501e72b669bfac1f9a7ef5966ebf1dc3a2516e4b	sw	different-language
Nalikwenda pwani kupungwa ruhu angu isende mbio.	a49aac9b9085e5e7313d005113163ff5a81fe4aadc695689ae9a41c7df26c269	sw	grammar-or-spelling
Siku hidhi yuva huraa sana	9c4a6ecbddbcd151b6580bdac85ce6c3caef11037e66aaf4874fc93f9c609cd7	sw	different-language
Apenda kukopi akiva sikuli iye hachumii akili ake.	7a56f8c2d35164685b2a61090e4bc95757869b53e912a8e6d0cd46721ae63e0e	sw	grammar-or-spelling
Vavuvi huchumia kiovo kutomea isi	9057c56e787dd3a51974d6f7fb911f62cdc522b17e505fb5249e2b9410cd8dc3	sw	different-language
Suta nlyango kuingia ndani	71f95a85e827bd4132dbefb3c6e9b8462858081372a1f570768b518f25674f8d	sw	grammar-or-spelling
Apendae kucha ukichia  kicho yani ukicha utangia lahaulani.	7e2c1c942bd890790e3041e8c77614df5c9ddd917ad19ef706bae545ece0d784	sw	difficult-pronounce
Apendae kucha ukichia  kicho yani ukicha utangia lahaulani.	7e2c1c942bd890790e3041e8c77614df5c9ddd917ad19ef706bae545ece0d784	sw	different-language
Sambusa dha nyama ni tamu	9e8fa077951bc736066dfc682457bd6260e009d7d62354b1809946de600996bd	sw	different-language
Vanafundi vasivo na kitabu cha hisabu vamerudishwa numbani	4f11d97d775567579c3a71693348a9ce08f78f2ed84ac1b3d80e7e6036750c10	sw	different-language
Rukya husomwa na vaandamwavo na vadhuka.	ef2940abeb8a7d9316ff30e6b8805805fa2ba9657524579b3d95f05fa23550c0	sw	different-language
Alichumia makasi kukacha kitambaa	6ff89e8ca45fd2c95f8e7427db9e0b07325c7591f87880574bb75159dd5f9c1d	sw	different-language
Kesho sitosafiri sikupacha nfuko wa kuchia nguvo	8321362ce1ae6429743b2a3008ca1044f27f97684b8998d23b2e3f3b4b06b329	sw	different-language
Kaja lyuunju	903974f740a023668fb0d8c245901857ab9c66f8d4091d9436d02a2e64626ed3	sw	difficult-pronounce
Ikuchi la nnadhi ilianguka ithii nusura livabike vana	78501c696a61cb187f851e4886b1d2ef86c799064966d416aec1e03dc935f57c	sw	different-language
Twalya Chao mapema	86ad81aab2fcc6a2866727f2dbbf3620a94724ebd3200a2d25973e5ced7606fe	sw	different-language
Hakuna athambikae kashika	6e068fcd0c2c3e96350908e3ea65126ece0ca946f596ef2ee95c597f68531f2c	sw	different-language
Chagulya nguo inayokufaa	872513f1f7662111f87086e54569fc021252788e0018ac49ad0f382c53aa9914	sw	different-language
Kidevu chake ni kidoda nnoo.	abc94e68a4ae7c137af2798364f5f7dc1c11bf316d19b00eacaee0dfed17821c	sw	grammar-or-spelling
Vabajuni hufunga bendera itorini.	a8b79feee025ba8810b9c08463d56bb14b139a59fdb7eb038e885f83d6c6615c	sw	grammar-or-spelling
Kwita watu waje haraka	8ca9b6c97612ae8c052e4151415e8267eaff704d9fc918ff0cb4db0280d8e0f0	sw	grammar-or-spelling
Ukijaliwa kupacha hambari huva tajiri.	96808045409e487c457a0056d66450f7f9dbe1d9d46ff01a0d6d74f17bcbeab6	sw	grammar-or-spelling
Kagunduu kama weye njo mwasema.	733ed93dfb862b7f8f9e4bc49d6f931e095a5c314f35d819bf1b200783521911	sw	different-language
Mama anapungiza kipimo cha chakula	9c83bafcdb90a35045e16e2c6d4c18cdd522aa21ca4e85166f0c3e659c137c8b	sw	grammar-or-spelling
Ntudhi wa papa hutanganywa na ichuvi.	072913b80a25d52d7d83c9708b2142279f1a75588278ec41f91f1cdebc2e3298	sw	grammar-or-spelling
Wezi wamehsisha wanafunzi	19aa71e5fc4398c66a873c7457347e170e8c20f2118e91aa71879c4b4f10acf5	sw	grammar-or-spelling
Fyagia vizuri usirushe vumbi	8fa4a046710aa453a4ea02c65fc77acf7e3d7ff4170efc2e5ef09f3a85c703d7	sw	grammar-or-spelling
Msichana ule mwaka huu kwenye ntihani ndopicha kwaudhuri.	5d07d179d0875cf20e26885efb19d6df08bb56fad9c2be623b552fac92db61cf	sw	grammar-or-spelling
Asha kaanza darasa lya kwanza mwaka uu	b4b5ceff5666da3bf87cf94b8ac26472b7eb87afdff18b151d87f4cb18f5588a	sw	grammar-or-spelling
Kasababishi yeye ugovi.	9573a6e621f6af23165ef61f22c5f3d4e678bbfeb80f9b8581e0090bf6dcfeaa	sw	different-language
Kiasi ni kama hiyo kipande	6d11860a4e886cdfc5ae19233c2dd5453917f62283108e35b36268e2698b88a6	sw	different-language
"Sikidha, sikidha uambiwalo na nkuru wako."	967ea1e007798319f6750392159ffee21064959286d795095ea75ee8baeb36bc	sw	difficult-pronounce
Jamaa amfiwa na mkewe bwana ampata pigo kubwa sana	a71a2df6d9fdba79b0441fab717d9fae28ba6c0fccc84edc9861f859b8d6a33a	sw	grammar-or-spelling
Nawalyalika harusini kwangu	9119a97342b3b436301275d2a8f1a001a3b8318f1f9e06ac1ab2e8db95a09132	sw	different-language
Hupachikana kwa ng'ombe va giredi madhiva mangi	fec3d4045732a001d6816dd981a02282872968c64238696315be341849065efd	sw	different-language
Ukijaliwa kupacha hambari huva tajiri.	96808045409e487c457a0056d66450f7f9dbe1d9d46ff01a0d6d74f17bcbeab6	sw	different-language
Kavwaa nguo zuri.	3d8b511f9cd346b8a6d6c66de4f4c427c7741339529aa48592567a7d430818c0	sw	grammar-or-spelling
Chagulya nguo inayokufaa	872513f1f7662111f87086e54569fc021252788e0018ac49ad0f382c53aa9914	sw	grammar-or-spelling
Rudiza nyuma iyo cd.	936bb867a9dce6813fb0a246ea110e86ded7659e061b3a8632281f102d4c3c5b	sw	different-language
Kunakaa wapi?	9f39ba0bf0350f2ff23201fea4435f7eed4d15488e6a56efa957ec3dc9a46a03	sw	different-language
Mama anapungiza kipimo cha chakula	9c83bafcdb90a35045e16e2c6d4c18cdd522aa21ca4e85166f0c3e659c137c8b	sw	different-language
Yana nilifanya juisi ya ichungwa	9c68ed8bddca2149f42926092a7e14e6dee1c28f1477491ae3fb91c99a20a918	sw	grammar-or-spelling
Furemu  a nlango imejepwa	8a552acd544bd1b32d11a80312f916b70c0b0ac71241635dd4f7d3a179c58c9f	sw	different-language
Chamacha dharojo la dhiadhi ni tamu.	a849aadbf30099fdeffc3a867e3a4559a274ac5d9c853ec8ff800248c26adc58	sw	different-language
Nchu hugura makwavo kwa shida dha kilimwengu.	5b0111fac1b150be1c6cb570c1d9b5138bc4c2c88f6dbaa66b00f5e4c6bf63f1	sw	different-language
Mbiria dhichu dhichafu pwani.	b1db14b66917163053d8919639fd2500b271736f7303e6096db40959b1c5700c	sw	difficult-pronounce
Ni yambo idhuri nchu akiva nalo mara ningii husumbuki.	6cb58c17fa01f4476257552f46d7b656b12793dcb6204018ac2f6ac727085b45	sw	difficult-pronounce
Aloadhini leo ansauti nzuri	f5f44cd2e1bd46fb628dce71b7197e1b8d46d414a62e156fd391cc1c96802e25	sw	different-language
Ilibidi Ali aishalikishaliki ile nyumba kabla hajaingia	9fe03deb3d060a360ab7ddbc8260f337046c76468bff90b4e3888c319af1649d	sw	difficult-pronounce
Rudiza nyuma iyo cd.	936bb867a9dce6813fb0a246ea110e86ded7659e061b3a8632281f102d4c3c5b	sw	grammar-or-spelling
Chamacha ankebe inaladha nduri.	770f3bcee3b831df27d80841eed8152e014f54a6b8125b62377d97a4d1b7ea3b	sw	different-language
Havule yule ana kichwa kikuru lakini hana ashikalo skuli	891321c822f7a97f1e44b68582ede6ec4c1a41f90fa2a15a1924d47a6c7844df	sw	different-language
"Yana tundakwenda spichali kumvenga mame, tukingiya mame uko taabaani"	79d9d27f0f13622523359b57d75f94b63c77ac54c0d721925abc3e01c7fb9704	sw	different-language
Usichochee ugovi.	83d6ddb6f83c2c819e812473344dd76280cb445a820917f1eec0c0dd6a996586	sw	grammar-or-spelling
Kitabu changu kimakwaga	aa1dce2110b03ffdf3d74c59b02c71900584d2d6969a22a028fdfb2f7f5a8bdd	sw	different-language
Kaka kalipa bili ya maji ya mwaka nzima	5e4875fab852685fd60350070c89d19f8e9e6fa860f58b637f12d38b7b4b9ec3	sw	different-language
Peche ya almasi hudhanywa gali sana	25d2cafd2eb9e5a12661ca03e70be29ebc0f9c57fcdbb129dd6d1f09306d4d5a	sw	different-language
Kavata nafasi ya kwenda kusoma.	71da6c749ac9419cf08aa46066e22dceaaad90729647378c150f5916f15f7cbd	sw	different-language
Kanalalamika kondeni mwake mujaa mbuzi.	9d6eaafb8fe54747d7d72debdf2595072ef0b8066fbcc39c86aaeb23d73ed4e0	sw	grammar-or-spelling
Vadhee va dhamani valichwambia sungura ni n'janja	980a7cda77d04cbf2dfb61f1311aa179881cfdbe628a622182c47ab6f6566c43	sw	grammar-or-spelling
Akata tonge ka kitwa cha paka	a6d305193ba3c900e481541e4076d094113b5b93408ca87bb2631d888fefcdc4	sw	grammar-or-spelling
Mama anapungiza kipimo cha chakula	9c83bafcdb90a35045e16e2c6d4c18cdd522aa21ca4e85166f0c3e659c137c8b	sw	grammar-or-spelling
Joto lya muili limpanda	b1e2812530a6b2dfe36b1637726ed34636c2944e6cc3b5793a31b1d93f5312ab	sw	grammar-or-spelling
Havimwimbi ndomana hekuja	4926011b535c9b71400d9b553b6255682fcb203860e7ce729476ec118ef494ea	sw	difficult-pronounce
Apenda kutekesha	38dea4ca008b866e66a88e33995c72ddf6bc9df10f1b9e0fbd64aaa7875cc57a	sw	different-language
Imi kila chuchu huumwa n chumbo mara kwa mara	7576d53a377f6db1dc6a8236e00216b89efe7b80206607be1c4ea7857dd3a25b	sw	different-language
Vadhee va dhamani valichwambia sungura ni n'janja	980a7cda77d04cbf2dfb61f1311aa179881cfdbe628a622182c47ab6f6566c43	sw	difficult-pronounce
Nguvo za yule mwanahavule hunuka uvundo	95f1b1c9dc346ea5c5bf816e90267328f207280b7452291c132f97bcf1423035	sw	different-language
Mafucha ya hondoo ni dawa ya baridi	2e5fef307a49277d212216ac7d9b4905f41754fe9d09f76cb122555eb6ad825f	sw	grammar-or-spelling
Indi ukinynyulia nkonotu huva ashauka	05e117fddd96700b38a7ce1d050629f7507b8309357656f6047b9239406b2094	sw	different-language
Siku hidhi kama huna ilimu ni kidha kichupu huvoni muangaa.	6d406de2f92c7e6e780845e4b1f46d0b2a55250f493da5eab196a19ca19204ca	sw	grammar-or-spelling
Mtenda mimba hanavyeza kwenenda	bc0e669552ce8f4127b17e1fac69879bacf3a89f3f02c106cec6ea78c9876f07	sw	grammar-or-spelling
Kuaza lini?	3bdd07b1ae0f86010281f1c55f7fee6897a71f519165b050e7ffb54ec50c65ea	sw	different-language
Bureki a gari ikachisie abiria votee vafie.	aac921cfdb5cf6515f01917157059976b1dda6c545d3fa3f1112496c6d60328f	sw	grammar-or-spelling
Asubuhi huchumia sana kikombe kuchilia shai	828d7f78593bf969e70ad9c024fb5176179c8cac05948aed8cdd670f95d6da48	sw	different-language
Popoo mbili zavuka nto	a9d4bf882c198da19ac089321639ffb81869dc7c8528f3a17845025ccb2b4e9f	sw	different-language
Ntoto kankuwa m’buma	8990ec3b5efb394032fe4d1a6b7dce32cda97579adfdf1f57e4333d4637f32c9	sw	different-language
"Kuelea,ni kuoweyaweya mwana huu waiva kuoweyaweya."	59eadf1660e1dd2407e3aa020879ae8c7336ed9ecee7aa0718f4920ea25c3bae	sw	different-language
"Kiadhi, kiadhi chakukanga ni tamu."	185da4804ec863c8ad5ef4b945c22d932d737c4039f7fd23ef92ab265d31d07a	sw	different-language
Mwananke ni ule aivao kupika chakula kwa udhuri.	99cfcb3863115ee34b79793b5e86521f868f24bf5ffc50ae00ada2abe74ba029	sw	different-language
Waisilamu siku dha maulidi huchumia marashi	8f41266dd00c3c34a89a979f49c8cb05f74b2a9dce617f2a82801b58aee1b169	sw	different-language
Tumpanda nyasi	b138cc25f7fa3dbb5aca3f8840973528c94e30bfb50446ce138d189d5e2eef57	sw	different-language
Nchu ambae hueya vanyama	d1990b820bcca50dc0ccfa2342708acac1fbce56e66446a2d45a2b7d5b7725d5	sw	different-language
Katalya kila utakachouzwa	902828f2b656286ee88afe3e16f0536866e6d1a7656590695396935866b753a3	sw	different-language
Vuso wa mwanangu hutoa majasho.	a1fc21157131b073d884075f889ccc718d33164d034f0768db0bb5378dee075a	sw	different-language
Afadhali bwana chifu akachaze kina mame kubika ngoma	9332213f934390283f8044ff4ff025218a59b0cd34fc0a8ec81152045b4ce8cb	sw	different-language
Kalamu ake ata kifiniko hakifuniki.	a6d75d5dbe90006557cc90060ff9ab1b313755262e98cd13c9caa2191ecfd643	sw	different-language
Mi naskiya ndaa sijala	eccbfc9145dfbaafad177063702b0a9612fbed424fb5fbc79cf04acbadae34f9	sw	different-language
Shikio likipita kitwa n'la sungura hukatwa	b3c92da0e44f7dd26769cf019a4ed6bf80bdec6451a5d17989421da283284b63	sw	grammar-or-spelling
Twewasamehe wote waliotukosa	7ce5fb5f558e68463be7cfeda792ed37a36efc51bb445dbd6f946bdc4882fd54	sw	different-language
"Pumbao, yule mjamaa amepumbaa sana"	bda11fceed1b05fa6735183c8961a3b3dc23350ed016488d2a5e8f9f6529fa8d	sw	different-language
Uwe huna haraka ndhanini kuchupigia mikele?	bdab09b7f7dcee1ce69ed2ad7ac22c899d51c5902109b1e34f9ea216cab826fb	sw	different-language
Vana vechu siku hidhi ukitaka kuvavaka mpaka mahari ave makuru.	36efdda8fcb22c622dd805491fbe6d51866257c9db0d63677656c62735801b77	sw	difficult-pronounce
Ankula miguu ya kuku	64d5b11e744f0ebe03fe908150d8a069551164ce744a7455b5feba3fe5b60950	sw	different-language
Takwenda kwapi nikaupache nkache wa chanu.	a19043e4eb9289ef0bb83750da54e18b56ef7cb09824ea364562dc036ff049c5	sw	different-language
Asema ka upatu wa gingi	94d38b17cbcc11fb1516eb42bf84373dfc32a018fe237b2be37c1048da01524e	sw	different-language
Paka kankulya samaki wote	8940d12261d80fb37733f8ced2a27587c5562cf1b664e27ea2a532c8c4d3a974	sw	different-language
Kuku uyu aangua vifaranga vibuma	ab0d66c72bc53b5e2eb67bf82a4cb077ddeb8797585df1b59e42f198e5a095d2	sw	different-language
Juma aendesa gari uzuri	a3e511d3aca73ad508be420c5d358c1d9f64725f4e27629c176c0d9665b76207	sw	different-language
Umasikini ni kidha ndivo vanenavo vachu.	60827db6d73edf5e9a5fe1dc7f0826c4937bf8518f09c2314935c46e02d49d39	sw	different-language
Ametumiya pesa nyingi 	b0bc4b1ed5b681bf788b52ba815b813f4456698d882fe7ea9010b54b2c9305a6	sw	different-language
Tajiri kanaavya nsaada kwa wasiojiweza	c3931c9d1f69bf51ce55b5b91c2ede4ee5dc5d1464874547e359bd0fd47387a6	sw	different-language
Nivonedha tongo ntana utukudhiwa kwa taa.	64c5ed44e7c6405cfca65b2fb8b087271a0fac1fb7cbdbfeaba412792392ee61	sw	different-language
Iye hupenda kutukua ichicha lakuni bila kufunga kamba.	9d3f8bf7192027b17b47e7d7fe65edd2c2f847fa28e527379e5a6814ce2a230c	sw	different-language
Nchama ukitanganywa na maharagwe chakula chutakiicha kidheri.	ac8ef2102dda76071eb9bd1cc26c713e5d9c4fe6baf9bec025042a6c7dcdd3bb	sw	different-language
Mpwira undo anda na dhicha hapa kwechu.	8c3286da00bffc178190a9abcb6bc6c1cd331dff9e7109872ea82069fb2b51bd	sw	different-language
Wakati wowote dhee wa mchaa atatuicha	8debeedbfa5e1a92e06bcf48fc7d6f1b2c2e789ebc6e99a0a97d3c58db8ad5cd	sw	different-language
Dade yuafyagiya ubungu	7182eaa5bc95bc35a6dd9fa784d0e831fb8af36ae278775993629c541ca5b6eb	sw	different-language
Yana tupa a shai ilivundika nkononi mwangu	b48dbd8d399c59b434721673ca6ebbe3a17f49a749c63c249d6912a6c88e3add	sw	different-language
Shati langu lichombosee dhifungo dhotee takwenda kwa fundi anichilie dhingine.	b6e4e75839411b3ce13ba95d4460a330ad5c28dae33ae4a88f1f6a6cebd04f07	sw	different-language
Vabajuni hufunga bendera itorini.	a8b79feee025ba8810b9c08463d56bb14b139a59fdb7eb038e885f83d6c6615c	sw	different-language
"Mprange, kibarawa hicho"	949d3b40343c1817e08dff4fbaf12802817ee7c7eb77cd7c3696b031f014fb74	sw	different-language
Panga lile lina n'tha kali.	c2b46e32e82db04ebcdd88598a8d4ae84185d2814680709cf8e8dca6a2352646	sw	different-language
"Sikidha, sikidha uambiwalo na nkuru wako."	967ea1e007798319f6750392159ffee21064959286d795095ea75ee8baeb36bc	sw	different-language
Namtegemelya mungu	4db0932883bfd8ee1e8ccc42e69b02f62653d833863ff462c998ab5a6a81c6dc	sw	different-language
Kanga samaki wote.	94afe32200f5d8068138f74a0afe8f6a71305281805a028c1e0a5182579f8923	sw	different-language
Asha kanashindana hananyamaza.	95990e33ebc07c02b0321f94cc4f0fc153b34c75584f75305c6cb472f0d7e013	sw	grammar-or-spelling
Mfupa wa yana uliliwa na imbwa mweusi.	a2d1fc48ac983face51dbe30f1119d0282e66f82da33b1bf4cf5ea9e788dccda	sw	different-language
Juisi ya ukwaju ndhuri yuva likivaka	bced850120ba2bda82c3c7abca81b201bdb50fb44c5d4133582d0ef39be002b9	sw	different-language
Shati langu dhindokatika dhifungo dhote	bd6e3bb756b27da9cb872c1ffed8cc1f5996db0fadc6ea5eac9673f7343aa245	sw	different-language
Kuuka wima tu akalawia.	b78c5771d1452a9dc7128de7f244f53633531d46ea0fd47f6f63c6039f80a6df	sw	different-language
Nyorosha mkono wako	a6906631ad5847ffea63e26c7a492e6d7ca4cb459b6ac0964d203eedb290f978	sw	different-language
"Nilikufanya rafiki kakueka ni, nkakufanya vanda nkakuchiya matoni, kanamba wewe ni Simba, hunila ndani kwa nda"	9a155aa4bba115dbd4eda1b4d7ce7bd9035b1f5dfe78affaee5bde606f9e9163	sw	different-language
Kesho fueni pazia	ca6bad2c64ffe968cfbca39ccef046e24a19d089ee06c407248f44031635c6a1	sw	different-language
Erudia kusoma mpaka sote tukafahamu	6867d2da462d0ad1bd2a727a8910e561d3030b3f2b74d76e76bf8f7926ca8b2a	sw	different-language
Mwanafundi hodari ni ule ambae hujibu maswali a mwalimu wake.	f32ee931c992b7d7cc179b2312b85a728eee80ea734d5a8ef22f29c681edb9f4	sw	different-language
Enipilikia barua kuwa tangu juzi	91bde13a68cecd90c0032075f9ab3ab9d521a7ee5bf3f23ab171aa16ddf95e14	sw	difficult-pronounce
Yule bwana apenda kutekesha watu	7bcfc9ebd640283f0fab1a9421815d1707ace40637de46c6801ce6ea5fee2736	sw	grammar-or-spelling
Mwanangombee nyuma a numba ukimpacha nshike ukinkosa nnoe.	c466d76787ed40d71beaa652fd8b97ff65f50e446227b5112147326afcfd076f	sw	different-language
Gulopu dha sukuli dhindoungua eo havana taa	782e9e6575c1d043747e98004cfc1a1e7739136d8f9d5465f51e4670e221dd2f	sw	different-language
Tunaarifiwa kuwa Ali yu n’gonjwa	265ad5778e9bad6e35f8735a3411a210d7d64409681742ff5278ced208aebd21	sw	different-language
Kunkaza sana.	c4da7318123dd350133225fb7a5d6451a00f286596a3c045a0a2cf4d506ba92e	sw	grammar-or-spelling
Baba huchumia kijembe kunyolea ndevu	373436f8d1ff921210b382f087d1fb09a409af7f85636b53d75d216d3b5728ca	sw	grammar-or-spelling
Mwanafundi hodari ni ule ambae hujibu maswali a mwalimu wake.	f32ee931c992b7d7cc179b2312b85a728eee80ea734d5a8ef22f29c681edb9f4	sw	grammar-or-spelling
Siku a idi vana hununuliwa sana nguvo piya	b2958cbe4baaa8cffce33320a02660fc7311ad5abe54604029d513586c9d1516	sw	grammar-or-spelling
Peche ya almasi hudhanywa gali sana	25d2cafd2eb9e5a12661ca03e70be29ebc0f9c57fcdbb129dd6d1f09306d4d5a	sw	grammar-or-spelling
Utanisaidiya  kupiga nguo pasi?	9de088193bc41535b9aaeca9a616678118a7bc88b31a850ccb43d0440d86c320	sw	grammar-or-spelling
Ntoto kansema mambo yote kanayofanyiwa	9f74c03a33c7b481cccf58e7cd058b628f4791a31cb00fb32058fd7421ed8d7a	sw	different-language
Yule muimbaji ana haiba kwelikweli akiimba	c6e70d582b0e09231a6dac161fb018cd827ccecf7ef6d9edbb68beb4e6d3324a	sw	grammar-or-spelling
Nganu huchumiwa kupikia vui	bd3750027ec3583154e44c3b2a2daf285033b2dcc056ef9caa0a8b58ec798575	sw	grammar-or-spelling
Fesal athakwenda dakika hii	97eee1c1a8dc42af4feb2999659d17d24a38cc6fa530f74602189df89e01a072	sw	different-language
Ni yambo idhuri nchu akiva nalo mara ningii husumbuki.	6cb58c17fa01f4476257552f46d7b656b12793dcb6204018ac2f6ac727085b45	sw	grammar-or-spelling
Mbiria dhichu dhichafu pwani.	b1db14b66917163053d8919639fd2500b271736f7303e6096db40959b1c5700c	sw	different-language
